Gene,NM_ID,S0_Ms1-10,S0_Ms1-7,S0_Ms1-8,S0_Ms1-9,S0_Ms1-5,S2_Ms2-4,S2_Ms2-6,S2_Ms2-8,S2_Ms2-10,S2_Ms2-7,S5_Ms3-4,S5_Ms3-3,S5_Ms3-7,S5_Ms3-8,S5_Ms3-10,S8_Ms4-1,S8_Ms4-2,S8_Ms4-3,S8_Ms4-4,S8_Ms4-6,S12_Ms5-1,S12_Ms5-2,S12_Ms5-3,S12_Ms5-4,S12_Ms5-5,S16_Ms6-1,S16_Ms6-2,S16_Ms6-4,S16_Ms6-5,S16_Ms6-6,T0_Ms1-10,T0_Ms1-7,T0_Ms1-8,T0_Ms1-9,T0_Ms1-5,T2_Ms2-4,T2_Ms2-6,T2_Ms2-8,T2_Ms2-10,T2_Ms2-7,T5_Ms3-4,T5_Ms3-8,T5_Ms3-10,T5_Ms3-7,T5_Ms3-3,T8_Ms4-1,T8_Ms4-2,T8_Ms4-3,T8_Ms4-4,T8_Ms4-6,T12_Ms5-1,T12_Ms5-2,T12_Ms5-3,T12_Ms5-4,T12_Ms5-5,T16_Ms6-1,T16_Ms6-2,T16_Ms6-4,T16_Ms6-5,T16_Ms6-6,L0_Ms1-10,L0_Ms1-7,L0_Ms1-8,L0_Ms1-9,L0_Ms1-5,L2_Ms2-4,L2_Ms2-6,L2_Ms2-8,L2_Ms2-10,L2_Ms2-7,L5_Ms3-4,L5_Ms3-3,L5_Ms3-7,L5_Ms3-8,L5_Ms3-10,L8_Ms4-1,L8_Ms4-2,L8_Ms4-4,L8_Ms4-6,L8_Ms4-3,L12_Ms5-1,L12_Ms5-2,L12_Ms5-3,L12_Ms5-4,L12_Ms5-5,L16_Ms6-1,L16_Ms6-2,L16_Ms6-4,L16_Ms6-5,L16_Ms6-6,B0_Ms1-10,B0_Ms1-7,B0_Ms1-9,B0_Ms1-5,B0_Ms1-8,B2_Ms2-4,B2_Ms2-6,B2_Ms2-10,B2_Ms2-7,B2_Ms2-8,B5_Ms3-4,B5_Ms3-8,B5_Ms3-7,B5_Ms3-3,B5_Ms3-10,B8_Ms4-2,B8_Ms4-1,B8_Ms4-3,B8_Ms4-4,B8_Ms4-6,B12_Ms5-1,B12_Ms5-2,B12_Ms5-4,B12_Ms5-5,B12_Ms5-3,B16_Ms6-1,B16_Ms6-2,B16_Ms6-5,B16_Ms6-6,B16_Ms6-4
Slamf7,NM_144539.5,701.32,670.95,761.39,610.09,701.27,603.48,479.1,599.11,474.81,463.59,445.18,504.79,444.09,419.89,313.61,96.9,203.77,166.79,127.81,175.29,298.06,173.11,429.89,365.8,315.24,683.78,570.47,605.24,500.4,563.01,61.49,23.99,192.52,132.94,47.55,35.65,32.02,37.36,13.59,112.58,47.17,70.36,65.83,40.63,66.97,56.26,50.24,364.22,238.78,56.16,67.21,36.07,152.91,98.51,69.48,220.88,184.75,49.73,72.26,190.18,642.45,680.32,626.84,710.46,733.37,437.26,574.17,523.55,483.1,479.53,439.59,396.63,298.6,388.36,393.36,500.77,1180.9,972.23,550.36,735.4,757.14,745.43,841.43,807.14,787.74,1316.35,688.47,572.88,730.23,872.35,259.91,331.97,281.53,253.57,293.05,110.78,105.18,45.76,93.03,155.69,60.38,59.12,50.66,59.29,75.51,188.1,179.2,293.1,214.07,274.15,472.98,424.15,491.86,518.92,410.02,424.3,547.9,487.07,500.28,450.4
Slc11a1,NM_013612.2,294.74,262.67,306.69,256,318.12,890.36,1002.93,669.12,588.6,1591.21,688.01,591.59,890.78,761.86,831.4,86.52,157.16,102.74,84.19,98,190.09,194.98,294.92,228.63,207.02,306.67,327.88,330.73,315.31,335.85,40.74,13.71,98.31,58.23,29.37,32.55,28.33,26.37,17.94,86.99,27.04,33.77,49.21,20.73,30.44,36.35,24.05,114.2,78.41,34.88,47.32,36.6,99.39,68.2,49.98,130.19,127.13,36.8,47.42,104.83,86.85,83.39,62.81,39.83,88.14,223.46,241.29,157.06,199.94,291.42,161.81,89.06,139.35,141.72,185.62,213.26,100.95,161.67,157.99,203.5,83.85,118.5,113.49,75.83,125.11,175.51,110.65,71.61,86.18,80.18,149.81,135.63,140.11,211.84,155.96,444.53,444.72,240.26,497.29,373.66,66.19,42.64,107.52,66.48,94.79,250.8,373.98,317.19,340.32,357.59,267.34,230.31,217.18,307.43,172.17,153.47,140.52,141.89,163.26,175.51
Slc7a11,NM_011990.2,128.15,99.93,122.07,96.9,114.71,245.26,239.55,281.38,115.19,109.08,111.3,128.2,103.18,157.02,85.97,38.76,44.62,33.84,22.82,32.33,56.24,43.73,112.47,88.76,56.46,86.57,120.74,123.47,71.03,108.69,109.91,146.24,72.71,83.5,125.18,22.22,17.86,15.38,17.94,26.15,19.56,14.07,33.24,12.44,21.31,27.7,49.17,35.47,17.82,24.83,39.77,37.64,44.35,42.15,36.16,59.24,36.95,32.32,33.42,45.83,103.46,91.33,120.4,122.72,75.71,201.39,216.63,209.42,104.32,201.99,173.95,199.5,214.99,227.56,129.07,148.49,107.26,147.47,126.91,168.41,114.68,131.25,178.72,139.2,127.43,164.77,152.14,102.64,163.28,189.22,64.98,54.25,72.7,65.8,35.22,90.89,99.65,34.32,52.44,54.15,32.51,18.41,17.57,34.14,17.67,113.79,155.82,184.69,181.14,154.95,91.07,90.2,78.78,80.67,72.77,56.42,46.84,29.65,47.81,43.88
Smad2,NM_010754.4,406.58,343.57,463.85,224.9,353.59,396.87,399.25,420.05,233.19,377.69,384.47,376.59,470.21,255.89,357.57,193.81,223.09,197.61,91.8,171.75,245.2,224.13,304.92,190.97,245.84,358.03,314.59,329.63,159.27,306.54,204.45,221.65,209.93,139.54,240.57,211.34,250.64,220.87,131.57,238.23,185.8,106.01,215.39,194.02,245.55,233.7,215.4,241.37,136.62,218.73,220.82,203.37,208.47,122.66,232.41,253.79,239.86,214.32,122.84,218.25,360.18,360.01,198.91,233.59,422.62,402.77,408.61,210.8,228.51,356.17,377.56,357.44,214.99,228.93,377.38,385.45,344.91,201,391.08,390.16,365.01,347.87,204.81,202.56,360.27,322.37,401.09,224.38,207.12,372.03,234.64,272.55,134.82,268.01,267.89,305.35,254.66,172.89,284.16,293.79,236.87,141.49,215.03,307.25,285.99,352.97,584.34,534,444.61,484.73,284.96,335.87,187.37,292.17,299.97,187.32,262.6,147.18,269.38,316.18
Smad3,NM_016769.3,411.24,357.84,413.5,369.64,443.47,512.81,673.94,534.49,523.98,533.13,453.05,464.72,522.45,459.44,399.58,152.28,195.12,154.1,140.49,147.5,227.2,198.62,269.93,336.22,263.48,387.38,392.13,363.81,393.87,420.12,145.27,149.67,138.25,148.33,155.95,211.34,226.01,207.14,203.88,229.13,197.88,247.67,245.43,166.65,215.11,267.45,148.59,198.98,245.91,254.2,172.13,181.41,172.28,169.55,155.62,179.92,202.91,139.23,160.77,204.51,295.04,315.01,298.37,283.11,280.24,273.11,302.93,332.04,322.89,299.12,272.39,276.69,276.04,348.84,292.56,349.12,276.56,304.78,323.74,329.81,249.09,344.04,297.43,296.06,301.19,318.79,358.06,307.92,269.11,279.02,274.35,238.97,290.79,274.43,238.96,418.96,396.75,218.65,395.8,304.62,160.24,194.8,205.73,190.46,187.98,322.78,685.62,525.97,625.75,476.78,431.85,345.46,391.78,351.04,303.52,309.2,316.53,208.59,241.39,218.1
Smad4,NM_008540.2,873.74,678.57,926.18,860.11,791.15,879.95,881.55,904.72,1056.39,1079.89,906.1,948.14,992.66,970.06,746.4,248.49,336.29,258.65,225.19,246.01,383.54,240.53,609.84,497.6,461.09,796.77,656.87,669.19,643.53,658.27,710.21,684.36,637.98,669.11,704.23,564.78,620.75,504.38,518.68,512.85,472.84,479.4,508.75,447.73,481.96,539.23,596.5,550.22,580.92,527.31,599.37,570.89,597.89,627.04,529.83,622.41,557.38,580.79,629.09,624.97,992.41,1027.1,1231.43,847.17,1018.13,921.41,947.55,1082.92,1050.64,1048.48,952,857.38,946.24,1047.89,952.66,895.71,844.4,816.02,989.35,1027.32,725.08,867.75,1001.88,946.34,1026.38,893.69,931.27,890.36,979.68,853.11,492.74,512.81,515.48,491.09,511.89,612.11,599.73,485.61,703.65,544.25,319.32,360.52,352.53,339.59,377.57,580.55,1192.05,979.66,905.69,925.75,543.49,512.44,559.99,599.6,585.74,433.32,493.96,406.6,478.12,467.17
Smn1,NM_011420.2,527.74,453.01,463.85,596.93,491.96,469.7,450.36,494.1,529.6,559.04,547.48,535.5,470.21,615.3,633.08,464.44,581.35,519.72,596.46,502.12,518.52,544.85,532.36,411.53,521.08,512.1,542.78,556.74,507.94,445.77,717.12,647.8,734.24,705.37,618.91,598.37,568.4,558.23,725.83,540.14,533.24,503.79,520.9,525.67,539.8,535.77,757.92,665.29,680.71,580.51,698.8,732.43,788.53,807.48,713.49,730.66,538.59,787.16,811.54,712.05,457.25,495.02,481.58,550.07,505.11,444.15,496.67,515.28,524.08,473.36,498.92,568.82,642.33,505.55,495.38,486.56,515.26,545.11,461.01,540.33,485.85,541.55,551.82,617.04,553.73,549.82,505.59,527.53,551.83,606.16,521.62,516.69,581.57,601.83,582.32,558.14,584.97,671.21,524.35,544.25,603.8,705.53,701.96,727.7,930.27,566.61,802.49,710.66,757.49,806.55,564.05,508.6,525.92,569.07,525.39,476.21,613.2,529.42,542.26,567.83
Smpd3,NM_021491.3,45.43,37.12,47.3,43.07,57.95,53.51,47.91,44.43,39.33,55.9,38.22,34.72,47.02,37.22,26.38,26.3,27.3,24.17,13.19,18.69,31.49,23.69,39.99,24.21,18.82,52.82,46.52,33.07,29.06,51.29,13.07,25.14,24.58,23.07,24.48,23.25,16.01,23.08,18.49,36.39,21.28,25.33,14.06,22.39,21.31,26.83,20.31,32.01,14.85,16.55,16.46,18.3,20.9,18,17.07,35.11,32.57,16.91,22.13,22.34,45.98,43.68,41.88,54.9,33.9,45.52,51.08,53.73,52.16,53.97,48.54,32.06,49.1,36.79,30.73,61.61,38.91,41.51,56.98,65.96,39.46,29.31,53.49,32.2,38.23,39.4,43.03,38.19,28.73,48.11,55.95,76.21,46.26,49.75,38.99,49.71,55.36,40.68,45.67,64.99,30.19,18.41,11.37,26.95,35.35,30.19,77.91,32.12,65.87,59.6,35.25,40.3,25.55,41.43,53.25,78.99,55.36,27.53,37.32,23.23
Snai1,NM_011427.2,33.78,17.13,44.25,28.71,35.48,65.4,75.06,53.85,61.81,81.81,23.61,53.42,39.18,37.22,48.85,10.38,17.98,11.48,8.62,10.61,21.37,21.87,29.99,37.66,20,38.15,29.91,30.87,17.22,32.97,10.76,13.71,9.22,6.59,7.69,5.68,13.55,13.19,11.42,17.06,14.38,14.07,17.9,12.44,19.28,24.24,8.55,19.03,6.53,13.01,8.92,10.46,4.08,9,8.94,15.36,20.67,7.46,8.13,20.05,19.16,30.44,15.7,11.84,14.69,31.73,21.13,20.67,22.35,21.59,29.67,26.13,27.87,28.62,31.96,30.01,12.62,12.02,24.6,18.24,18.5,16.57,11.74,11.43,18.53,32.24,13.83,35.81,21.17,12.83,16.24,9.04,9.25,24.07,13.83,32.66,57.21,15.25,55.82,21.66,19.74,10.66,6.2,17.97,16.07,25.54,38.96,32.12,32.93,27.81,35.25,28.79,27.68,37.07,39.05,27.08,24.13,8.47,18.66,12.91
Socs1,NM_009896.2,221.35,145.61,199.88,133.98,162.01,343.36,346.55,308.31,221.95,222.25,189.99,257.73,194.61,236.12,205.16,36.68,57.94,47.74,33.98,34.86,71.98,63.78,127.47,96.83,115.27,161.41,161.73,121.27,153.89,153.88,63.8,13.71,222.22,158.21,31.47,30.49,35.1,21.98,16.31,74.48,45.44,39.4,46.66,35.65,39.57,31.16,48.1,288.95,254.23,29.56,50.75,29.28,159.03,104.19,42.26,195.28,150.3,30.33,60.52,118.01,385.72,283.25,369.04,508.08,404.54,558.64,655.18,676.48,421,535.03,540.73,535.57,495.02,506.91,607.24,325.42,382.77,552.75,330.22,392.96,459.96,451.08,414.84,429.02,401.98,311.63,341.16,338.96,465.65,455.42,90.25,122.71,72.7,109.13,106.9,136.34,208.52,116.95,167.45,171.94,45.28,33.92,25.85,46.72,53.02,71.99,38.96,84.32,76.85,99.33,108.7,88.29,72.39,80.67,81.65,101.56,149.04,147.18,107.29,89.05
Socs3,NM_007707.2,45.43,39.97,50.35,43.07,41.39,90.67,118.18,59.24,67.43,74.99,77.57,58.76,65.31,44.2,101.6,16.61,27.97,16.32,14.2,8.08,22.5,32.8,29.99,21.52,28.23,49.89,27.69,40.79,45.2,30.53,20.75,17.14,30.72,32.96,28.67,24.8,23.4,24.72,21.75,34.11,32.21,31.9,63.27,19.9,26.38,44.14,24.05,44.12,46.93,27.19,28.12,25.62,28.03,36.94,26.41,55.59,30.06,18.4,20.77,34.37,77.91,51.62,39.26,73.2,62.15,84.14,75.73,70.27,90.66,77.09,122.71,102.13,107.5,92.66,251.99,102.68,56.78,93.95,82.88,77.19,73.99,90.47,118.71,57.13,93.83,60.89,39.96,69.22,66.52,83.39,27.07,27.13,17.18,16.05,17.61,56.81,79.35,30.51,77.81,54.15,29.03,29.07,44.45,34.14,67.48,39.48,31.16,32.12,60.38,31.79,47,15.35,40.46,65.41,44.37,45.14,22.71,15.88,20.99,20.65
Spink5,NM_001081180.1,11.65,10.47,12.21,8.37,11.83,19.32,11.18,9.42,8.43,9.54,15.74,14.69,10.45,10.47,12.7,11.77,6.66,7.86,4.06,5.56,21.37,16.4,27.49,26.9,27.05,8.8,16.62,14.33,6.46,9.77,5.38,6.86,9.22,5.49,6.99,4.65,3.69,3.85,4.35,7.96,4.03,8.44,10.87,7.46,9.13,4.33,5.88,7.79,5.35,9.46,5.49,4.71,8.67,6.63,2.84,10.24,5.64,5.97,3.16,10.88,15.33,13.24,7.85,4.31,10.17,20.69,21.13,8.27,11.18,10.79,13.48,13.06,10.62,13.63,11.06,22.12,14.72,14.2,10.36,14.03,12.33,11.47,16.96,8.31,10.43,10.75,9.22,14.32,13.61,22.45,32.49,36.17,35.69,44.94,50.31,24.14,22.14,35.59,30.45,23.02,19.74,22.29,20.68,34.14,35.35,76.63,350.6,168.63,131.74,123.17,61.69,42.22,42.58,41.43,31.95,45.14,29.81,26.47,36.15,28.39
Spn,NM_001037810.1,1001.88,985.97,1032.98,946.24,1070.24,688.21,563.75,749.9,949.62,649.03,1079.23,1088.36,916.91,1111.96,991.62,1032.71,865.04,818.86,849.54,917.86,1013.41,958.49,1069.72,1135.07,865.72,1145.99,959.28,952.52,853.38,881.76,28.44,13.71,73.73,41.75,20.28,18.6,19.71,18.68,6.52,20.47,16.68,16.89,21.09,4.97,16.23,15.58,26.72,161.78,59.4,8.87,14.4,16.21,46.38,31.73,17.47,89.96,55.74,14.92,21.23,55.57,1367.91,1008.57,1400.25,1258.37,1361.66,1267.63,1106.06,1479.71,1118.95,1279.76,1659.94,1629.26,1473.11,1464.86,1350.93,1473.89,1543.69,1647.33,1271.65,1643.43,1263.96,1645.03,1633.28,1480.28,1509.44,1194.57,1120.29,954.8,1316.83,1369.47,1481.83,1364.06,1471.11,1547.09,1341.97,1009.77,837.78,1343.69,928.61,1114.22,2005.3,1917.93,2131.73,1980.06,2297.57,1795.05,2828.19,2360.82,2475.56,2224.98,1195.67,1287.81,1179.6,1170.85,1398.68,1121.68,1154,1108.62,1245.44,1126.63
Spp1,NM_009263.3,32.62,21.89,19.84,19.14,22.47,35.67,28.75,26.93,22.48,17.73,48.34,53.42,31.35,48.85,50.8,34.61,20.64,16.92,14.71,15.15,32.62,49.2,54.99,37.66,41.17,30.81,57.6,23.15,20.45,65.95,524.97,343.9,1015.85,1258.02,748.98,1068.59,860.3,1073.05,909.6,1211.62,2000.66,2374.49,3133.05,1826.56,2270.81,3827.44,978.13,2193.98,2405.06,2877.73,1549.16,2069.74,699.84,1056.59,1762.19,929.59,891.8,665.83,873.41,1192.09,37.04,38.38,26.17,30.14,27.12,103.45,59.88,31.69,16.14,32.38,36.41,46.31,43.8,34.07,40.56,75.83,32.6,32.77,36.26,39.3,45.63,40.78,30,63.37,33.59,71.64,50.71,45.35,37.8,44.9,709.33,902.91,548.53,627.5,508.11,901.84,2245.77,910.2,2978.65,970.72,743.14,583.42,524.15,495.91,888.5,647.89,1114.14,1433.36,1350.3,862.18,934.21,934.67,1209.41,2332.98,1114.68,794.43,1682.03,1426.27,1334.07,924.02
St6gal1,NM_001252506.1,1270.99,1118.26,1237.44,1174.72,1037.13,845.76,792.12,811.83,1039.53,962.63,518.25,695.75,542.05,611.81,438.66,66.45,180.47,102.13,86.73,99.51,317.18,225.96,449.88,381.94,239.96,980.18,826.35,881.96,731.77,798.72,777.08,854.6,761.89,649.34,709.82,893.93,913.26,889.54,1050.41,1008.07,1063.6,1383.79,1211.16,1154.97,1158.74,1388.33,884.06,848.69,946.22,1188.81,811.96,826.01,637.65,700.45,708.21,735.78,825.42,599.69,847.22,864.99,1152.06,1081.36,1188.25,1226.08,1256.56,484.16,545.99,640.66,869.33,518.07,574.44,571.19,534.83,643.18,512.59,426.53,1170.38,854.25,559.42,630.15,628.9,833.35,977.1,1143.71,844.5,1733.65,846.75,1152.93,1009.92,1468.89,335.71,333.26,284.18,253.57,369.77,195.99,208.52,188.14,191.13,219.32,95.21,93.04,78.57,107.81,102.83,127.72,140.24,160.6,164.67,127.14,302.59,253.34,283.19,316.15,218.32,340.79,459.9,382.24,348.68,365.22
Stat1,NM_009283.3,2481.41,2281.24,2065.97,2423.62,2379.37,3411.3,3320.19,3931.23,2035.51,2455.67,2200.05,1948.37,1974.88,2707.8,1982.27,883.2,906.99,674.43,624.86,724.89,1363.21,958.49,2229.41,2020,1904.36,2115.91,1915.23,1912.75,2391.18,1679.26,867.77,309.62,2166.87,1932.62,655.27,647.46,660.16,612.62,427.34,1424.83,1286.22,1133.3,1087.81,757.82,1102.94,1188.39,1075.94,4207.14,4501.83,984.27,802.35,597.55,2945.64,2203.63,893.49,3923.17,2391.08,814.5,1657.4,2711.85,2816.3,2344.06,2227.31,4385.46,3366.28,4968.46,4697.25,5435.25,2735.89,3137.73,3431.79,3748.96,3174.49,3125.94,3344.76,3020.44,3381.81,4364.13,2402.16,2011.14,2945.94,2990.62,3609.65,3729.26,3162.53,2693.6,2484.93,2391.79,3530.19,2902.5,1205.68,1281.39,1426.17,1298.34,1042.64,1459.98,1454.12,709.35,1085.91,1793.86,550.38,666.77,576.87,576.77,594.48,1184.32,2742.49,1830.84,1761.98,1652.84,1354.31,1076.7,1471.31,1238.44,1435.95,713.18,952.44,1053.56,859.45,931.76
Stat2,NM_019963.1,1112.56,1009.76,962.8,1037.16,766.32,1089.54,1403.78,1230.53,974.91,724.02,1050,898.73,995.28,1130.57,854.85,538.5,457.49,407.92,408.29,396.54,602.87,488.36,1019.73,839.2,690.46,912.69,749.92,857.7,850.15,804.82,263.64,109.68,574.49,451.57,167.84,224.78,181.67,190.11,132.66,322.38,288.77,289.89,298.48,190.7,269.9,354.01,263.51,746.61,781.69,252.42,224.25,208.07,496.46,378.88,232.01,699.94,518.55,177.02,331.48,474.32,1020.51,930.48,756.4,1862.26,1019.26,1635.92,1482.97,1472.82,1054.37,1016.1,1067.97,844.32,921.03,962.04,980.93,1635.02,1005.29,1694.31,967.34,908.03,1215.86,925.09,969.27,1041.91,963.82,1033.38,748.4,878.42,917.7,965.36,456.64,585.15,556.46,500.72,549.62,701.59,789.8,390.27,482.06,850.22,308.87,302.37,224.34,316.23,321.34,448.18,576.55,558.09,532.44,568.16,458.29,479.81,687.75,564.71,626.56,270.83,552.16,550.6,452.46,492.98
Stat3,NM_213659.2,1404.97,1244.83,1444.96,1181.9,1348.15,1731.66,2531.27,1748.86,1871.15,1945.72,1722.27,1844.2,1743.69,1556.28,1721.42,438.83,586.68,416.98,365.18,413.72,692.85,590.4,1007.23,933.34,852.78,1414.52,1170.85,1257.89,1222.49,1160.21,1166.77,989.42,1745.99,1592.03,1024.52,1681.42,1766.17,1697.21,1976.86,2045.7,2032.87,2545.24,2688.21,2023.06,2079.04,2019.31,1370.99,2197.44,2472.77,1833.16,1630.08,1488.91,1564.82,1539.18,1395.69,1762.65,1723.48,989.54,1301.99,1620.58,1583.77,1633.3,1519.34,1611.45,1674.67,1591.78,2081.8,1932.99,1803.23,1767,1592.51,1600.76,1650.95,1861.4,2089.71,1581.31,1438.53,1687.75,1780.57,1740.27,1527.85,1632.29,1624.15,1726.47,1744.61,1606.49,1632.03,1771.16,1743.17,1593.97,1034.21,899.04,960.91,1019.09,928.19,1070.84,1042.61,1042.41,1178.94,1139.95,855.77,848,716.44,866.05,1066.84,1312.04,2126.99,1830.84,1844.32,2058.1,951.84,1017.2,960.29,1029.13,905.24,742.52,960.96,766.61,806.97,825.94
Stat4,NM_011487.4,350.66,223.65,320.42,275.14,237.7,219.99,202.82,210.02,306.24,178.62,223.71,190.96,224.66,260.54,205.16,47.76,75.92,53.18,37.02,55.57,97.85,74.71,97.47,150.63,108.22,277.33,193.85,211.67,149.58,175.86,13.84,4.57,35.84,18.68,11.89,9.3,9.85,3.3,6.52,8.53,5.18,8.44,9.59,5.8,18.26,4.33,10.69,51.04,23.76,5.32,13.72,7.32,11.72,9.95,11.78,19.75,15.03,6.46,18.06,21.2,450.86,371.93,452.79,446.73,471.21,362.77,343.44,351.33,414.79,311.46,385.66,385.94,297.28,335.21,335.58,278.03,410.11,339.74,284.89,300.34,268.82,407.75,461.81,375,337.11,231.03,270.47,257.8,402.15,339.96,113.71,130.46,105.74,174.93,125.77,195.99,112.57,129.67,108.25,140.8,106.83,87.22,72.37,98.82,85.15,162.55,358.39,369.38,203.09,274.15,111.64,124.75,74.52,124.28,120.7,65.45,114.97,82.59,88.63,108.4
Stat5b,NM_011489.3,964.6,850.83,1016.2,998.87,956.71,853.2,996.54,1036.66,1101.34,1013.08,834.15,976.19,936.5,897.95,695.6,552.35,582.02,568.67,535.09,564.76,652.36,579.47,739.81,739.68,648.12,876,777.61,768.41,781.28,668.04,405.06,404.45,424.98,476.84,397.22,390.64,450.78,403.29,434.41,479.87,417.62,527.25,438.45,419.54,470.8,474.32,320.16,490.53,482.32,407.3,375.12,368.05,418.98,394.03,333.58,419.09,479.72,351.56,378.9,411.88,965.59,938.42,1122.82,876.23,880.27,766.92,781.99,896.92,914.03,902,807.72,777.82,887.85,1008.37,893.66,843.58,728.73,708.97,909.06,968.38,733.71,806.59,866.21,765.59,868.83,832.8,814.48,847.39,769.54,766.52,936.75,901.62,1048.15,892.31,896.74,907.52,948.5,756.38,1041.94,920.62,637.47,682.27,625.46,639.65,686.06,1179.67,1830.93,1658.2,1547.91,1533.65,1274.99,1132.35,1130.63,1007.32,1056.11,1202.93,763.66,693.55,672.87,793.68
Stat6,NM_009284.2,1825.52,1432.32,1824.89,1643.66,1590.58,1841.66,2031.4,1727.32,1785.46,2017.98,1663.81,1821.5,1836.43,1770.3,1586.6,616.72,750.5,630.91,573.63,589.51,830.08,626.85,1109.71,1118.93,893.95,1785.76,1391.29,1430.98,1421.58,1358.06,751.71,706.07,797.73,725.15,700.03,821.08,795.02,663.17,770.41,786.9,769.66,924.09,810.43,747.87,809.7,893.24,785.18,923.96,1008.59,1013.82,772.87,713.61,864.98,839.68,872.36,930.33,942.53,728.98,893.28,909.1,1886.47,1745.8,1752.27,1530.71,1856.6,1711.79,1810.56,1792.46,1840.49,1694.53,1643.76,1609.07,1511.6,1658.36,1815.59,1785.09,1534.22,1583.98,1662.73,1750.1,1441.53,1424.59,1785.91,1505.21,1534.93,1497.24,1522.92,1355.82,1720.49,1196.28,1079.33,1121.21,1083.84,1277.47,1106.78,1174.52,1282.5,1112.33,1393.76,1112.87,725.72,751.08,678.18,792.38,843.51,1521.03,2649,2376.88,2190.13,2475.29,1395.44,1295.49,1179.6,1401.97,1341.88,1047.2,1024.83,932.85,1030.87,1000.16
Syk,NM_001198977.1,4023.84,3049.27,3802.36,3296.89,3060.54,2428.79,2556.82,2807.06,3252.04,2485.66,2725.05,2706.88,2499.94,2819.46,2409.21,678.32,1027.52,677.45,557.91,652.15,1238.37,876.49,2031.97,2060.34,1659.69,3810.69,3144.8,3247.81,3201.51,3044.65,121.44,89.12,221.19,143.93,97.21,108.51,117.01,143.4,99.5,200.14,144.38,205.46,178.32,98.67,163.36,242.35,97.28,382.39,228.09,144.83,115.9,116.06,178.4,149.18,144.65,224.54,263.66,100.94,157.16,210.81,2485.49,2136.26,2156.65,2433.85,2701.84,1372.46,1370.25,1614.73,2471.37,1606.64,1599.26,1245.7,1207.69,1463.5,1722.16,1813.53,2195.65,1944.47,1474.96,1738.87,1376.17,1809.41,2198.14,2248.98,2393.33,2120.49,1844.1,1962.12,2402.34,2020.52,2512.43,2508.52,2155.78,2378.41,2568.23,1969.84,1657.11,1760.66,1909.65,2001,1094.96,1065.08,997.63,1018.78,1384.97,2445.26,3716.39,4023.03,3606.3,3973.18,1830.23,2009.45,1901.41,2090.96,2037.67,1798.75,3435.03,3229.49,3124.11,3209.55
Syt17,NM_138649.1,36.11,19.03,15.26,9.57,30.75,40.13,38.33,35,18.26,30,19.11,30.71,26.12,26.75,20.52,18,11.99,13.3,7.1,7.07,31.49,27.33,54.99,40.35,27.05,32.28,11.08,16.54,23.68,19.54,11.53,25.14,23.55,9.89,11.89,9.3,16.63,8.79,7.61,13.65,16.68,14.07,14.7,8.29,24.35,21.64,13.9,19.03,7.13,8.28,9.6,11.5,11.21,9.95,6.09,21.21,13.78,6.46,6.32,9.17,11.5,18.53,7.85,9.69,6.78,17.93,29.94,8.27,18.63,18.5,29.67,14.25,10.62,8.18,18.44,48.97,13.67,6.55,11.65,25.26,27.13,17.84,6.52,12.47,8.11,23.28,15.37,14.32,16.63,51.31,34.29,25.83,30.4,33.7,31.44,46.87,23.99,22.88,25.37,23.02,25.55,21.32,21.71,35.94,24.1,83.6,218.15,80.3,120.76,75.49,123.39,38.38,27.68,54.51,39.05,56.42,34.07,26.47,24.49,23.23
Tab1,NM_025609.2,399.59,441.59,468.43,448.6,374.88,261.61,321,300.23,304.83,269.97,321.52,331.18,321.31,353.6,269.64,548.19,494.12,606.74,521.9,582.44,483.65,448.27,404.89,484.15,392.87,381.51,392.13,407.91,384.18,321.2,342.04,358.75,299.02,370.26,323.79,315.72,351.63,299.99,371.34,331.47,395.76,514.11,385.4,374.76,398.76,437.97,291.84,320.1,370.65,361.78,286.65,320.99,310.42,323.46,341.71,313.03,320.02,326.7,345.03,287,372.95,393.1,484.2,396.13,381.94,325.53,355.77,314.13,386.23,339.21,310.14,365.75,319.84,422.42,319.6,350.7,332.29,299.32,334.1,364.9,277.45,270.14,383.53,305.4,286.13,327.75,307.35,379.53,332.61,295.06,413.32,440.48,401.81,369.12,410.01,245.7,348.77,315.27,287.55,277.54,322.8,312.06,285.33,364.75,445.05,441.22,607.71,461.73,450.1,468.83,361.35,381.93,379.01,372.84,420.67,282.11,387.51,418.25,387.16,500.73
