Gene,NM_ID,S0_Ms1-10,S0_Ms1-7,S0_Ms1-8,S0_Ms1-9,S0_Ms1-5,S2_Ms2-4,S2_Ms2-6,S2_Ms2-8,S2_Ms2-10,S2_Ms2-7,S5_Ms3-4,S5_Ms3-3,S5_Ms3-7,S5_Ms3-8,S5_Ms3-10,S8_Ms4-1,S8_Ms4-2,S8_Ms4-3,S8_Ms4-4,S8_Ms4-6,S12_Ms5-1,S12_Ms5-2,S12_Ms5-3,S12_Ms5-4,S12_Ms5-5,S16_Ms6-1,S16_Ms6-2,S16_Ms6-4,S16_Ms6-5,S16_Ms6-6,T0_Ms1-10,T0_Ms1-7,T0_Ms1-8,T0_Ms1-9,T0_Ms1-5,T2_Ms2-4,T2_Ms2-6,T2_Ms2-8,T2_Ms2-10,T2_Ms2-7,T5_Ms3-4,T5_Ms3-8,T5_Ms3-10,T5_Ms3-7,T5_Ms3-3,T8_Ms4-1,T8_Ms4-2,T8_Ms4-3,T8_Ms4-4,T8_Ms4-6,T12_Ms5-1,T12_Ms5-2,T12_Ms5-3,T12_Ms5-4,T12_Ms5-5,T16_Ms6-1,T16_Ms6-2,T16_Ms6-4,T16_Ms6-5,T16_Ms6-6,L0_Ms1-10,L0_Ms1-7,L0_Ms1-8,L0_Ms1-9,L0_Ms1-5,L2_Ms2-4,L2_Ms2-6,L2_Ms2-8,L2_Ms2-10,L2_Ms2-7,L5_Ms3-4,L5_Ms3-3,L5_Ms3-7,L5_Ms3-8,L5_Ms3-10,L8_Ms4-1,L8_Ms4-2,L8_Ms4-4,L8_Ms4-6,L8_Ms4-3,L12_Ms5-1,L12_Ms5-2,L12_Ms5-3,L12_Ms5-4,L12_Ms5-5,L16_Ms6-1,L16_Ms6-2,L16_Ms6-4,L16_Ms6-5,L16_Ms6-6,B0_Ms1-10,B0_Ms1-7,B0_Ms1-9,B0_Ms1-5,B0_Ms1-8,B2_Ms2-4,B2_Ms2-6,B2_Ms2-10,B2_Ms2-7,B2_Ms2-8,B5_Ms3-4,B5_Ms3-8,B5_Ms3-7,B5_Ms3-3,B5_Ms3-10,B8_Ms4-2,B8_Ms4-1,B8_Ms4-3,B8_Ms4-4,B8_Ms4-6,B12_Ms5-1,B12_Ms5-2,B12_Ms5-4,B12_Ms5-5,B12_Ms5-3,B16_Ms6-1,B16_Ms6-2,B16_Ms6-5,B16_Ms6-6,B16_Ms6-4
Tal1,NM_011527.2,560.36,780.4,257.86,759.62,817.17,124.86,135.75,103.67,101.14,113.17,176.5,170.93,131.92,130.27,269.64,3264.93,3532.74,3693.02,2926.49,3112.74,3185.33,3307.34,2481.85,2076.48,3682.85,711.66,970.36,971.26,1392.52,1052.74,26.9,34.28,31.75,24.17,32.87,28.42,36.95,45.6,21.75,24.45,21.86,18.76,17.9,19.9,37.54,19.04,19.78,26.82,24.95,21.87,33.6,28.75,22.94,17.52,22.35,28.52,30.06,27.85,22.58,20.62,52.37,72.8,51.04,37.68,67.8,84.14,112.72,86.8,85.69,103.31,86.3,74.81,107.5,144.44,132.76,85.31,50.47,67.73,88.06,106.66,73.99,64.99,62.62,61.29,60.24,96.71,72.23,47.74,49.89,44.9,1398.8,1628.86,1534.56,1351.3,1526.85,553.88,513,811.05,551.41,393.97,1195.98,891.61,660.61,1090.65,1205.02,1514.07,911.57,730.73,916.67,655.57,1615.77,1293.57,1660.81,1637.45,1141.31,1532.43,1777.13,1740.75,1442.52,2196.49
Tank,NM_011529.1,694.33,596.72,680.52,714.17,607.85,713.47,648.39,678.54,668.67,619.03,677.89,657.02,636.09,733.94,723.93,507.36,551.39,555.37,513.28,556.68,546.64,481.07,707.31,642.85,657.53,748.34,614.78,639.42,570.35,652.16,445.8,409.02,415.76,425.2,384.63,397.88,421.84,408.23,373.52,408.8,426.82,445.63,431.42,457.68,413.98,429.31,401.41,481.01,435.99,420.9,392.26,358.11,436.32,423.87,384.78,486.37,388.29,402.28,433.54,438.23,825.09,804.74,943.53,709.38,844.11,798.65,827.79,859.72,875.53,854.2,914.25,790.88,729.92,831.22,786.71,797.76,817.06,936.18,764.03,959.96,811.4,908.53,1103.64,853.89,824.81,825.63,865.19,651.65,984.22,689.54,610.06,610.98,526.06,718.98,583.58,465.83,481.63,566.97,495.6,556.44,492.33,416.73,412.49,524.66,633.04,784.9,1893.25,1296.85,1240.52,1084.68,713.88,614.16,577.02,597.42,582.19,487.49,530.87,540.01,555.09,570.42
Tap1,NM_001161730.1,1853.48,1575.07,1661.62,1937.94,1699.38,1728.69,1753.52,1886.18,1701.18,1471.22,1459.21,1420.88,1221.24,1488.82,1187.02,570.34,827.08,647.23,564,591.03,942.55,595.87,1242.17,987.14,1045.69,1640.49,1377.99,1492.71,1468.93,1380.04,342.04,67.41,1230.9,1016.3,223.09,289.88,347.94,276.37,85.36,732.31,394.03,340.55,327.24,236.3,312.52,210.33,373.08,1683.55,1641.19,146.61,218.76,159.45,1429.75,1049.96,307.58,1925.01,1243.76,354.54,702.7,1215,2336.06,1811.98,2031.02,3244.42,2340.24,2773.9,2354.79,2547.47,2389.4,2362.16,2235.72,2276.45,2030.51,2065.79,2009.8,2059.97,2509.02,2992.08,1723.6,1956.4,2098.78,1994.17,2110.74,2171.08,1982.09,2351.53,1850.25,1840.39,2130.21,2068.63,832.06,886.12,1011.14,813.67,916.87,1065.16,1016.78,658.5,940.45,1353.86,462.14,543.69,483.83,458.18,493.25,877.79,1308.92,1304.88,1394.22,1370.75,1042.91,815.68,924.09,852.52,958.48,659.01,731.01,741.19,618.06,703.34
Tap2,NM_011530.2,575.5,506.31,520.31,496.45,637.42,645.1,693.1,675.85,577.36,640.85,410.33,487.43,504.17,464.09,382,181.35,218.42,165.58,136.43,150.53,289.06,247.82,519.86,373.87,302.3,556.12,433.12,488.38,403.55,509.27,56.88,29.71,241.67,224.14,58.74,46.51,48.03,31.32,21.2,154.08,68.45,71.3,70.94,53.89,92.33,63.18,76.43,414.4,284.52,32.51,50.75,37.64,245.68,150.6,60.13,365.69,265.54,53.21,95.74,218.25,651.39,555.9,460.64,612.5,579.69,744.86,817.22,662.7,551.4,666.09,637.81,657.88,619.77,663.62,593.72,581.34,553.12,547.29,527.05,602.08,643.69,551.74,403.1,441.49,518.98,850.7,659.27,553.79,521.59,782.55,434.98,302.26,381.99,428.5,383.6,637.68,745.51,395.35,668.12,643.08,263.58,234.53,259.49,201.24,265.1,680.4,638.88,614.3,713.58,683.39,1139.85,560.42,572.77,503.66,500.54,787.66,329.31,241.42,250.72,323.92
Tapbp,NM_009318.2,1117.22,866.05,949.06,1136.44,1024.12,1358.57,1141.87,1182.06,1175.79,1153.52,917.34,833.3,884.25,1199.2,755.2,513.59,506.77,465.33,475.24,519.8,619.75,521.16,762.3,1030.17,638.71,972.85,796.45,772.82,1238.63,742.54,232.12,93.69,536.6,570.23,172.04,148.82,145.95,133.51,95.69,309.3,251.38,197.01,217.31,140.12,186.7,231.97,197.23,763.05,857.72,169.07,163.9,125.99,507.17,544.63,203.97,780.39,497.26,187.96,421.35,580.29,1140.57,1107.84,1350.52,1609.29,1180.85,1619.37,1511.15,1964.68,1534.98,1250.47,1270.24,1102.01,1389.5,1670.62,1180.07,1240.09,1111.5,1679.01,1117.55,1090.48,1118.45,1039.77,1617.63,1408.6,1093.56,1156.96,1037.31,1143.38,1560.24,872.35,702.11,705.28,872.36,765.52,611.24,930.24,961.42,681.38,813.59,725.67,404.08,556.29,441.44,415.06,467.55,703.62,1012.85,823.08,845.31,782.72,857.83,654.46,998.61,699.89,718.86,663.53,557.84,729.55,595.9,523.96
Tbk1,NM_019786.4,582.49,467.29,585.92,509.61,539.26,515.78,638.81,584.3,552.07,499.04,471.04,491.43,514.62,468.75,420.1,385.53,428.19,406.11,311.92,369.77,538.76,493.82,617.34,575.6,589.3,498.9,450.84,468.54,396.02,481.18,249.03,293.63,270.35,240.62,217.49,221.68,253.1,224.17,213.13,245.62,197.3,225.16,246.71,228.01,251.64,213.79,211.66,305.39,259.57,219.32,232.48,194.48,243.13,227.8,199.5,258.18,261.78,182,209.55,238.3,535.16,457.96,492.05,467.18,537.88,558.64,530.14,544.21,565.06,562.79,529.94,451.25,460.51,482.38,492.92,510.25,505.8,465.36,440.29,548.75,492.02,442.16,494.42,464.34,451.79,549.82,456.42,448.76,468.68,574.09,490.93,445.64,477.15,460.6,491.76,494.23,479.79,361.03,553.11,457.6,329.77,310.12,298.77,361.15,388.82,536.43,989.48,774.9,724.55,838.34,596.37,550.82,555.73,571.25,546.69,431.07,451.38,424.6,424.48,458.14
Tbx21,NM_019507.1,75.72,55.2,71.71,66.99,79.23,74.32,62.28,74.05,80.07,50.45,53.96,53.42,64,55.83,69.36,19.38,22.64,18.73,17.75,17.18,37.12,30.98,49.99,43.04,39.99,70.43,49.85,49.61,58.11,56.18,6.15,17.14,32.77,20.88,9.09,10.33,7.39,7.69,6.52,7.96,10.35,11.26,5.75,10.78,9.13,21.64,8.02,24.22,14.85,9.46,11.66,5.23,12.74,6.16,5.28,17.55,9.39,6.46,5.87,13.18,37.04,43.68,34.02,60.28,72.32,67.59,54.6,66.13,52.16,66.3,62.03,65.31,46.45,47.69,66.38,53.71,80.97,44.79,59.57,60.35,50.56,71.36,50.88,55.06,55.6,78.8,53.79,40.58,63.5,89.8,21.66,23.25,25.11,27.28,30.18,45.45,44.29,19.07,27.06,51.45,22.06,15.51,12.41,25.15,14.46,55.73,77.91,44.17,76.85,59.6,55.82,49.9,25.55,30.52,35.5,47.39,26.97,13.77,24.49,25.81
Tcf7,NM_009331.3,1676.41,1341.91,1893.55,1459.43,1253.54,1093.99,1368.64,1421.71,1692.75,1049.9,1210.76,1663.92,1358.38,1467.89,1358.96,116.98,373.58,205.47,170.92,216.2,383.54,202.27,687.32,615.95,388.16,1374.9,936.02,1068.27,852.3,874.44,114.52,106.25,169.99,177.99,102.8,102.31,94.22,114.83,83.73,133.04,76.51,58.17,75.42,58.04,78.13,46.74,78.57,208.5,140.18,54.98,93.95,89.4,217.65,139.71,81.26,173.34,171.6,108.4,123.74,183.31,3617.12,2667.01,4292.35,2544.73,3374.19,2906.31,2823.28,3394.79,2817.85,3089.93,3496.52,4013.77,3794.26,3700.99,3734.43,1979.4,2791.89,2286.39,2505.75,2884.08,2010,2881.04,2700.39,2954.32,2692.21,1409.48,2524.88,2236.63,2487.01,2722.9,162.44,148.55,133.5,158.88,193.69,176.11,212.21,163.99,194.52,192.25,59.22,53.3,52.72,53.9,72.3,81.28,31.16,72.27,131.74,115.22,73.44,90.2,129.88,82.85,79.87,72.22,96.52,62.47,61.81,73.56
Tdo2,NM_019911.2,12.81,5.71,12.21,3.59,11.83,23.78,19.16,14.81,12.64,15,12.37,20.03,11.76,11.63,14.65,9.69,5.99,6.04,8.12,9.6,12.37,12.76,19.99,10.76,8.23,16.14,6.65,13.23,3.23,15.88,9.99,6.86,4.1,3.3,4.9,8.78,9.24,6.04,8.16,4.55,8.05,3.75,3.2,5.8,6.09,10.39,9.62,13.84,7.13,7.09,10.97,5.23,8.67,5.21,5.69,12.43,7.52,4.97,8.58,8.59,10.22,13.24,9.16,6.46,13.56,23.45,15.85,9.64,32.29,26.21,22.92,10.69,7.96,8.18,31.96,17.38,10.52,16.39,6.47,11.23,16.03,15.29,10.44,8.31,10.43,12.54,9.22,7.16,15.12,16.04,23.46,11.63,7.93,16.05,15.09,12.78,9.23,5.08,10.15,13.54,12.77,8.72,5.17,8.98,3.21,18.58,46.75,24.09,21.96,19.87,49.94,7.68,10.65,28.34,12.42,29.34,11.36,9.53,9.33,14.2
Tek,NM_013690.2,170.09,158.93,164.79,154.32,173.84,398.36,381.69,347.35,224.76,489.5,278.8,237.7,271.68,286.13,203.21,78.91,107.21,82.79,58.83,71.23,125.97,71.07,194.95,123.73,119.98,234.77,225.97,231.51,190.48,249.14,25.36,17.14,43.01,23.07,9.79,15.5,13.55,34.61,11.96,50.03,16.11,33.77,20.45,8.29,16.23,30.29,8.55,22.49,12.47,20.69,21.94,22.48,28.03,21.79,29.25,43.15,59.5,20.88,23.03,76.76,111.12,230.3,143.95,89.35,124.3,187.59,299.41,192.89,202.43,248.24,145.63,148.44,221.63,246.64,218.8,289.09,99.9,78.65,265.47,224.55,205.93,194.96,146.11,112.19,161.02,234.62,275.08,262.57,185.96,144.32,140.78,142.09,130.85,133.2,150.92,214.45,175.31,53.39,180.99,139.45,101.02,117.27,131.29,122.18,130.14,90.57,327.23,112.42,219.56,111.25,99.88,115.15,112.85,143.9,117.15,88.02,140.52,139.77,160.93,113.57
Tfe3,NM_172472.3,235.33,187.49,219.72,184.22,243.61,303.23,268.3,246.38,233.19,361.33,268.68,287.11,261.23,262.87,236.43,175.81,154.49,168,143.03,155.59,203.58,162.18,267.43,212.49,203.49,243.58,193.85,207.26,198.01,190.52,159.87,167.95,175.11,175.79,201.41,162.77,187.21,156.04,174.52,172.84,163.94,174.5,173.21,133.49,158.29,193.88,143.78,187.73,162.75,171.43,163.9,143.77,164.64,171.44,169.84,180.65,175.98,157.63,169.8,182.74,200.53,210.45,215.93,158.24,178.54,280.01,280.04,278.31,238.44,226.66,211.71,198.31,260.12,265.72,286.41,284.35,187.18,214.11,234.39,252.62,210.86,225.54,225.68,165.17,194.62,213.12,233.59,245.86,225.27,186.02,203.95,207.97,191.65,235.92,201.23,222.97,225.13,193.23,268.94,219.32,149.79,166.69,140.6,150.93,152.64,318.14,623.29,453.7,559.88,365.53,279.09,274.45,278.93,263.82,244.95,167.01,181.69,191.65,190.08,210.36
Tfeb,NM_001161723.1,688.5,439.69,587.44,573.01,644.51,538.08,579.72,650.27,634.96,486.77,424.95,440.69,372.25,435.02,333.15,110.05,181.8,126.3,91.29,108.1,214.83,198.62,367.4,287.8,242.31,648.57,474.1,509.33,513.32,461.64,235.2,241.07,322.57,235.12,254.56,266.63,274.66,286.81,334.37,328.06,320.98,373.39,413.52,332.48,337.88,327.18,284.89,295.01,301.75,337.55,309.97,280.22,242.62,262.37,255.57,329.12,318.14,245.15,249.29,308.76,409.99,398.4,454.1,433.81,444.09,281.39,281.8,334.79,452.05,300.67,289.92,237.5,270.73,309.32,303.62,366.5,352.27,375.78,268.06,378.93,265.12,279.06,322.22,373.97,357.96,535.5,367.28,365.21,418.78,429.76,498.15,424.98,483.76,518.37,464.09,379.2,472.4,341.96,446.54,398.03,211.33,188.98,202.63,229.99,232.97,596.8,1098.56,943.53,845.31,858.21,872.52,635.27,689.87,588.7,564.44,564.22,476.93,386.48,354.51,410.39
Tfrc,NM_011638.3,3150.11,4230.34,1425.12,3579.2,4075.2,392.41,368.91,499.48,497.29,317.7,809.42,651.68,466.29,659.5,1075.64,25498.6,19920.53,23141.38,17425.52,21680.07,18538.36,18648.65,13274.01,11027.94,22400.58,3464.4,4813.01,5411.92,6627.93,5238.06,3486.47,3549.79,2694.25,3609.25,3858.2,2142.34,2061.15,2760.37,3674.27,2320.89,3154.57,1681.19,2157.73,3095.12,2256.6,2165.59,5154.69,3878.39,3143.38,2643.04,4216.13,4472.49,4747.47,5150.81,4236.24,4356.88,3017.35,5144.11,4162.02,3557.36,659.05,542.67,562.72,613.58,592.12,524.16,456.16,493.24,647.03,482.61,667.48,730.32,637.02,500.1,545.78,799.34,767.64,932.91,675.97,763.47,752.21,1018.11,935.35,991.01,1123.68,702.06,708.44,594.37,784.65,644.64,7546.31,8850.87,7978.1,7499.54,7633.01,835.09,1107.2,3950.99,952.29,1153.49,5989.21,4598.56,4163.19,5652.68,7835.84,9976.12,5446.03,5339.95,5483.55,4696.29,10176.44,9519.45,10314.05,11797.9,7907.5,9645.98,8985.03,8465.5,7943.79,11377.33
Tgfb1,NM_011577.1,2837.89,2348.81,2613.74,2628.18,2683.29,3182.4,3042.31,3077.67,3237.99,4346.84,3852.62,3808.59,4050.33,3627.84,3675.36,2003.12,1581.58,1650.41,1531.21,1551.32,1969.46,1687.38,2571.82,2385.8,2073.74,3649.28,3170.27,3401.05,3332.8,3203.41,383.54,287.91,461.84,418.61,411.21,389.09,437.85,411.53,368.08,593.58,483.77,589.17,495.33,404.61,479.93,528.85,266.71,722.39,588.64,467.01,308.6,338.77,380.25,430.02,372.59,596.81,580.55,337.14,486.83,582.58,2079.33,2134.93,2380.42,2037.72,2265.66,2053.87,2317.8,2340.81,2575.69,2149.38,2427.2,2231.33,2541.45,2839.79,2807.58,2405.93,1951.69,2328.99,2160,2454.62,1918.75,2322.92,2598.64,2208.47,2356.26,2184.97,2014.68,2174.57,2417.46,1776.78,3084.58,3092.38,3270.02,3155.17,3071.31,4550.37,4011.75,2895.87,4138.99,3976.28,2956.29,3038.25,3742.42,2802.98,4248.09,2726.25,4020.24,3729.94,3847.82,4024.83,2787.94,2681.18,2759.5,2862.81,2788.48,3130.32,3408.07,3286.67,3522.93,3199.23
Tgfb2,NM_009367.1,47.76,41.88,33.57,28.71,52.03,89.18,57.49,61.93,50.57,70.9,47.22,64.1,62.69,51.18,33.22,22.15,24.64,18.13,12.17,20.71,40.49,41.91,77.48,37.66,27.05,52.82,32.12,28.66,25.83,35.42,80.71,81.12,85,73.61,92.31,86.29,88.68,97.8,70.14,74.48,100.09,139.79,100.34,63.84,110.6,128.97,65.21,78.73,95.04,99.9,87.09,91.49,72.38,66.3,96.7,68.75,74.53,93.48,70.9,66.45,47.26,56.91,30.1,19.38,25.99,57.93,49.31,30.31,37.26,16.96,55.29,30.88,34.51,28.62,22.13,99.52,31.55,24.03,40.14,49.12,45.63,36.95,32.61,33.24,30.12,39.4,46.1,45.35,42.33,25.66,52.34,33.58,27.76,32.1,31.44,92.31,35.06,12.71,35.52,62.28,29.03,16.48,18.61,37.73,32.13,48.77,132.45,64.24,76.85,43.7,85.2,59.5,27.68,71.95,33.72,56.42,45.42,37.06,41.98,42.59
Tgfb3,NM_009368.2,66.4,52.34,74.77,58.62,83.96,92.16,60.69,75.39,63.21,114.53,68.58,76.12,78.37,84.91,49.83,24.23,29.97,22.96,17.24,25.26,40.49,27.33,49.99,67.24,29.41,85.11,56.49,68.35,57.04,72.06,78.4,85.69,53.25,65.92,78.32,86.29,92.37,114.28,69.59,93.81,88.01,109.77,92.04,58.87,95.38,115.12,48.1,65.75,67.12,101.68,69.26,64.83,53.52,62.04,83.7,70.94,69.52,64.64,66.39,91.66,104.73,189.27,106,120.56,93.79,143.45,162.03,148.8,137.85,158.81,118.66,110.44,171.2,144.44,148.74,164.29,76.76,72.1,154.1,106.66,177.57,145.26,122.63,79.99,99.63,173.72,156.75,150.38,157.23,96.22,75.81,131.76,124.24,49.75,46.54,261.32,191.91,44.49,170.84,211.2,145.14,67.84,94.08,79.06,53.02,160.23,109.08,148.56,43.91,79.46,99.88,88.29,125.63,239.84,53.25,139.93,178.85,120.71,78.13,152.28
Tgfbr1,NM_009370.2,722.29,730.91,788.85,727.32,773.41,1074.67,1173.81,1081.09,1067.62,1343.05,1115.2,1156.47,1385.81,1221.3,980.88,274.1,338.29,301.56,247,292.99,472.4,364.44,647.33,669.75,510.49,972.85,770.97,819.12,797.42,768.18,471.93,476.43,435.22,520.79,530.09,445.42,430.46,441.2,434.95,438.36,396.34,494.41,420.55,380.57,402.82,443.16,446.31,439.49,473.41,451.05,416.95,423.99,479.13,548.42,457.1,599.01,489.11,504.22,523.41,527.59,636.06,765.03,854.54,593.12,779.7,921.41,989.82,1001.63,972.4,1022.27,759.17,704.19,818.84,975.67,796.55,824.62,678.25,929.63,827.48,1002.06,762.07,908.53,1197.56,951.53,917.48,1031.59,969.69,802.04,950.96,792.17,595.62,564.48,565.71,568.12,496.79,715.79,610.8,439.85,619.07,605.17,420.34,439.99,369.07,429.43,483.61,694.33,1121.93,1080.04,966.07,1013.16,572.87,499,598.32,654.11,656.74,482.98,672.81,563.31,580.74,542.02
Tgfbr2,NM_009371.2,2322.97,1914.83,2464.21,2126.95,2181.88,2222.18,2510.51,2327.77,2386.7,2931.53,2198.93,2331.63,2877.42,2383.28,1892.39,296.25,639.29,343.86,324.09,356.64,734.47,497.47,1264.67,1218.45,815.14,2170.2,1672.65,1819.04,1744.42,1702.46,474.24,401.02,639,502.11,423.79,587.52,653.38,617.02,444.2,806.23,595.37,756.16,607.18,439.44,521.54,888.91,359.18,682.59,640.32,709.97,422.44,467.9,484.23,488.28,516.43,630.46,948.79,393.83,536.96,725.22,2748.6,2892.02,3160.38,2602.86,2924.45,2891.14,3124.46,3174.35,3309.64,2938.83,2785.89,2314.45,2922.34,3525.2,3257.48,2963.57,2229.3,2035.14,2702.59,2848.99,2117.28,2472.01,2926.08,2299.89,2547.4,2668.53,2935.2,3055.37,2793.91,2386.14,763.47,716.9,689.95,579.36,774.75,988.47,922.66,639.43,969.2,946.35,308.87,324.66,360.8,292.88,375.97,703.62,895.98,971.63,823.36,842.31,672.75,571.93,660.07,839.44,741.94,519.09,865.86,858.73,769.66,694.31
Thbd,NM_009378.3,694.33,605.29,651.53,613.68,659.88,1615.72,1743.94,1261.49,1102.74,2174.79,1515.42,1546.41,1692.75,1787.75,1154.78,314.93,379.58,340.23,275.4,297.03,497.15,371.73,882.27,658.99,550.49,1034.48,877.31,830.14,803.87,966.03,55.34,29.71,79.88,47.24,30.77,52.19,51.73,87.91,44.58,95.52,46.59,47.85,87.56,31.51,47.69,96.08,34.74,51.04,50.49,59.12,40.46,54.37,52.5,41.2,55.26,74.6,118.36,43.76,61.87,113.42,343.58,541.34,298.37,265.88,336.74,617.95,878.86,741.23,736.44,720.06,1103.03,668.57,1088.24,888.46,1858.61,753.53,443.76,477.38,774.39,770.49,542.58,784.93,824.47,623.28,888.52,779.07,757.62,902.29,615.33,323.93,395.27,493.44,329.12,330.6,440.2,462.99,330.31,294.93,561.56,308.68,294.93,337.26,292.57,375.53,308.48,346.01,537.59,501.88,559.88,448.97,282.03,395.36,413.07,422.99,331.92,282.11,564.94,585.54,577.24,441.36
Thbs1,NM_011580.3,212.03,288.37,210.56,229.68,402.08,645.1,648.39,531.79,507.12,589.03,1250.11,1033.61,1242.13,800.24,1189.95,881.12,346.95,603.72,395.61,494.04,749.09,656,849.78,817.68,831.61,1308.87,1270.55,1456.33,1488.3,1542.47,189.08,99.4,219.14,254.9,167.84,145.2,320.84,134.06,314.8,246.76,116.2,213.9,522.81,93.69,183.65,365.26,175.32,259.54,250.07,300.3,192.02,198.14,172.28,197.96,297.42,228.92,268.67,116.86,213.16,404.43,163.49,353.4,107.31,188.38,138.99,412.43,442.07,285.2,235.96,138.77,246.77,171,261.44,260.27,217.58,538.69,212.41,218.48,260.29,235.78,279.92,183.49,216.55,141.28,192.3,333.12,195.17,233.93,264.58,134.7,1655.1,2024.13,1862.35,2084.72,1609.86,4655.46,4067.1,2086.09,5023.62,3742.06,2135.35,1582.6,2654.84,1719.52,3017.37,2946.86,3015.18,4059.17,4078.36,4386.39,1363.13,1402.97,1081.66,1249.34,1357.85,2247.87,2045.41,1841.34,2276.32,2005.49
Thy1,NM_009382.3,1025.18,731.86,1051.29,783.55,956.71,1049.4,993.34,1109.36,1018.46,1111.25,983.67,1104.39,1124.58,1035.2,944.73,112.13,257.71,189.15,154.69,188.93,317.18,242.36,557.35,621.33,399.93,886.27,726.66,713.28,577.89,650.94,209.07,129.1,400.4,252.7,139.17,141.07,150.88,229.12,121.79,205.82,141.51,217.65,172.57,77.94,130.89,273.51,114.92,456.79,226.31,166.11,139.21,170.43,193.18,157.23,255.57,310.11,571.15,119.34,188.77,417.03,2705.18,2520.1,2889.49,1901.01,2782.07,2696.65,2571.42,2721.07,2126.12,2368.33,3039.4,3207.46,3209,3403.93,2955.09,2568.64,2264,2391.26,2659.85,2649.7,2325.68,2929.46,2652.12,2326.89,2263.59,1640.52,2712.37,2437.14,2589.81,2264.27,171.47,158.88,145.39,181.35,159.73,242.86,204.83,156.36,221.58,251.82,58.06,74.62,64.1,64.68,86.76,195.06,210.36,252.95,241.52,218.52,164.52,170.81,114.98,204.95,133.12,142.18,110.72,90,80.46,98.08
Ticam1,NM_174989.4,55.92,58.05,90.02,72.97,79.23,99.59,87.84,84.82,88.5,103.63,57.33,96.15,66.61,83.75,52.76,26.99,33.96,36.26,29.92,32.33,46.12,32.8,54.99,53.79,54.11,71.9,43.2,51.82,72.1,59.84,42.27,69.69,57.35,61.53,55.95,67.17,71.44,60.44,75.57,64.82,62.13,98.51,89.48,72.96,85.23,86.55,59.33,66.62,74.25,83.35,56.23,44.96,49.44,56.36,44.69,56.32,45.72,42.76,55.55,53.85,56.2,67.5,68.05,62.43,79.1,57.93,66.93,62,78.24,64.76,72.82,48.69,58.39,79.03,60.23,67.93,65.2,73.19,68.63,68.77,55.49,72.63,65.23,68.56,62.56,84.17,46.1,45.35,81.64,76.97,36.1,38.75,44.94,36.91,46.54,55.39,57.21,39.41,49.05,55.51,29.03,38.77,40.32,43.12,36.95,46.44,46.75,88.33,65.87,75.49,70.51,47.98,63.88,34.89,35.5,54.17,45.42,46.59,44.31,54.2
Ticam2,NM_173394.2,171.25,143.71,231.93,175.85,185.67,211.07,210.81,214.06,227.57,265.88,328.27,332.52,382.7,318.7,237.4,96.21,97.89,77.35,64.41,70.72,138.35,103.87,169.96,196.35,159.97,224.5,162.83,202.85,179.71,175.86,29.21,11.43,72.71,42.85,25.18,18.09,15.4,33.52,11.42,42.64,19.56,34.71,23.65,18.24,25.37,43.28,23.52,127.17,56.43,34.88,25.37,20.39,38.74,27.47,18.69,78.26,95.19,16.91,27.55,66.45,144.33,148.24,138.72,132.4,149.16,162.76,211.35,161.2,177.59,245.16,199.57,185.25,173.85,271.17,220.03,274.87,184.02,216.29,226.62,239.99,164.01,233.18,226.99,195.29,238.64,188.05,193.63,193.35,240.39,176.39,180.49,217.01,210.16,213.45,171.05,214.45,239.89,244.08,260.48,231.51,193.91,239.38,181.95,224.6,176.74,276.34,358.39,325.22,439.12,437.05,185.08,253.34,259.77,213.67,276.9,178.29,222.85,148.24,153.93,157.44
Tie1,NM_011587.2,527.74,480.61,587.44,435.44,553.45,1147.51,1248.87,1000.31,748.74,1629.38,697,734.48,842.46,826.99,526.59,212.49,277.69,187.34,136.43,167.71,280.07,306.13,499.87,441.12,282.3,642.7,513.98,578.79,596.18,564.23,108.38,98.26,140.29,113.17,83.22,90.43,93.6,122.52,100.58,135.89,89.74,131.34,77.97,63.84,77.11,103,47.57,67.48,62.96,104.63,72.69,94.63,83.08,75.3,93.45,113.37,149.68,110.39,100.71,188.47,418.93,700.17,503.83,255.12,479.12,793.13,1007.43,738.48,848.21,908.17,625.68,537.94,785.66,986.57,759.67,770.91,395.39,421.67,688.92,771.89,552.44,598.89,472.24,383.31,463.37,775.48,709.98,711.33,515.54,336.75,259.91,263.51,245.85,215.05,260.34,583.71,546.22,249.16,485.45,437.3,218.3,248.1,254.32,244.36,224.94,225.25,420.72,317.19,301.9,309.91,211.52,193.84,234.22,276.91,239.62,264.06,275.37,264.71,281.04,250.36
